获奖年度,获奖奖种,获奖编号,获奖项目名称,项目完成单位
2023,科学技术进步奖,2023-J06-2-11-R07,心肌纤维化在体无创影像评价体系的建立与应用,王毅晖
2023,科学技术进步奖,2023-J01-1-01-R10,多体制卫星遥感数据智能解译关键技术与重大应用,张文凯
2023,技术发明奖,2023-F02-2-02-D06,高温超导磁体多物理场设计方法、关键技术及其应用,
2023,科学技术进步奖,2023-J01-2-01-R07,集成电路光刻中光源与掩模协同优化技术及产业化应用,陈　睿
2023,自然科学奖,2023-Z04-1-03-R12,机械力受体PIEZO的结构功能机制,刘文豪
2023,技术发明奖,2023-F03-1-01-D02,大型复杂构件高效高质量制造关键技术及装备,
2023,科学技术进步奖,2023-J02-1-02-R11,大规模异质知识计算关键技术及应用,蒋超亚
2023,科学技术进步奖,2023-J05-1-01-R11,航天耐高温异型薄壁复杂结构件高效加工与检测技术开发及应用,张　宏
2023,技术发明奖,2023-F02-2-03-R02,新型电力系统源网荷储协同规划与全景运行模拟关键技术与应用,杜尔顺
2023,科学技术进步奖,2023-J06-1-05-R04,难治性慢性鼻窦炎诊疗新技术的创建与应用,王向东
2023,科学技术进步奖,2023-J01-1-02-R01,低成本Q/V/Ka频段低轨宽带通信卫星批量研制及应用,张世杰
2023,科学技术进步奖,2023-J05-2-04-R04,城市电网链生灾害影响预测和智能应急关键技术及应用,常立智
2023,自然科学奖,2023-Z04-2-01-R04,肿瘤微环境与肝癌干细胞相互作用解析及其靶向治疗新策略,王海洋
2023,科学技术进步奖,2023-J02-2-14-R05,高速铁路复杂环境异常事件多模态全域感知关键技术研究及应用,费　冬
2023,自然科学奖,2023-Z02-2-03-R06,高通量单细胞检测应用基础研究,王军波
2023,技术发明奖,2023-F04-2-01-R09,煤直接液化残渣制备低成本高耐久道路材料关键技术及应用,郑文华
2023,科学技术进步奖,2023-J10-2-04-D02,降低洁净空调所需能量品位和风量的理论与关键技术及其应用,
2023,科学技术进步奖,2023-J10-2-06-R09,特大城市地下管线智能探查与健康监测关键技术及应用,曹伟超
2023,自然科学奖,2023-Z04-2-06-R06,Tribble 3加速肿瘤和纤维化进展的机制及药靶发现,尚　爽
2023,科学技术进步奖,2023-J09-2-06-D06,支撑系统惯量/电压的大型风电场机-场协同控制技术及应用,
2023,科学技术进步奖,2023-J09-1-02-D05,海上风电全过程协同开发关键技术及工程应用,
2023,科学技术进步奖,2023-J02-2-07-R03,基于数据科学的管理决策关键技术及应用,陈松蹊
2023,科学技术进步奖,2023-J05-2-03-D05,超高压容器设计制造关键技术及工程应用,
2023,科学技术进步奖,2023-J05-2-07-D06,高性能数控机床广义可靠性关键技术研究及应用,
2023,科学技术进步奖,2023-J05-1-02-R13,航天大型复杂构件精准成形关键技术与装备开发及应用,闫扶摇
2023,技术发明奖,2023-F06-2-03-R10,非洲猪瘟等动物疫病“产供环”一体化检测监测技术研发与应用,葛忠源
2023,技术发明奖,2023-F01-2-04-D02,面向宽带网络的跨媒体感知计算技术与应用,
2023,技术发明奖,2023-F03-2-01-R02,非常规油气井高效开采全可溶工具成套技术及产业化应用,张伟刚
2023,科学技术进步奖,2023-J06-1-04-D03,脑血管高危斑块及血栓磁共振精确定量检测关键技术与推广应用,
2023,自然科学奖,2023-Z04-2-02-R05,白癜风发病机制研究,杜营雪
2023,科学技术进步奖,2023-J03-2-01-R08,微弱信号探测用高性能光纤倒像器制备关键技术及应用,汤晓峰
2023,自然科学奖,2023-Z05-2-12-D02,机械装备运动部件强化修复涂层设计、成形理论与长效安全服役,
2023,技术发明奖,2023-F01-2-05-R04,“声纹＋”可信身份认证关键技术与应用,邬晓钧
2023,科学技术进步奖,2023-J09-2-02-R10,电力物联网数字化感知关键技术、系列装置及规模化应用,宋　睿
2023,自然科学奖,2023-Z04-2-03-R02,衰老的机制和干预研究,曲　静
2023,科学技术进步奖,2023-J06-2-10-D05,综合征性脊柱侧凸诊疗体系的建立及推广应用,
2023,科学技术进步奖,2023-J04-1-02-R02,锂电固废绿色低碳短程循环利用技术与应用,孙　峙
2023,科学技术进步奖,2023-J06-2-03-D01,前列腺新型智能诊疗关键技术体系的建立及推广,
2023,科学技术进步奖,2023-J12-1-02-R13,华西牛新品种培育与联合育种创新应用,李英豪
2023,自然科学奖,2023-Z03-1-02-D02,新一代单分子器件及检测技术,
2023,科学技术进步奖,2023-J05-1-03-R12,典型灾害事故环境下个体防护原理与高性能防护材料及系列装备研发与应用,蒋春燕
2023,自然科学奖,2023-Z02-2-07-R03,非限域高维遥感信息敏捷化智能处理理论与方法,胡　伟
2023,科学技术进步奖,2023-J05-2-07-D02,高性能数控机床广义可靠性关键技术研究及应用,
2023,科学技术进步奖,2023-J11-2-02-R03,城市多模式交通运行状态实时预测与智能管理关键技术及应用,刘　浩
2023,科学技术进步奖,2023-J11-1-01-R12,车辆底盘线控关键技术及产业化应用,范　鹏
2023,科学技术进步奖,2023-J01-2-08-R05,火星安全着陆与科学巡视光电感知技术及应用,曹中祥
2023,科学技术进步奖,2023-J08-2-03-R01,“生熟异治”中药饮片炮制及质量评价关键技术研究与应用,李向日
2023,科学技术进步奖,2023-J02-1-03-R11,适变复杂电磁环境的超密集移动通信网络关键技术与应用,尉志青
2023,科学技术进步奖,2023-J09-2-07-R07,柴油机高压供油系统关键技术及应用,梁　彤
2023,自然科学奖,2023-Z05-2-12-R07,机械装备运动部件强化修复涂层设计、成形理论与长效安全服役,刘　明
2023,自然科学奖,2023-Z05-2-02-R10,生态环境曲面智能计算方法,周　伟
2023,科学技术进步奖,2023-J06-1-02-R06,髋关节发育不良诊疗关键技术的建立与应用推广,严文津
2023,科学技术进步奖,2023-J09-2-11-D02,大容量长柔叶片弯扭耦合技术开发与应用,
2023,技术发明奖,2023-F01-2-04-R03,面向宽带网络的跨媒体感知计算技术与应用,余　立
2023,科学技术进步奖,2023-J05-1-02-R03,航天大型复杂构件精准成形关键技术与装备开发及应用,李贤君
2023,技术发明奖,2023-F01-2-04-D04,面向宽带网络的跨媒体感知计算技术与应用,
2023,科学技术进步奖,2023-J05-2-08-D01,应急现场协同感知与融合推演关键技术及应用,
2023,科学技术进步奖,2023-J05-2-09-R05,大比例增产航煤兼产优质乙烯料的节能型加氢裂化技术开发与应用,潘绍晨
2023,自然科学奖,2023-Z04-2-01-R03,肿瘤微环境与肝癌干细胞相互作用解析及其靶向治疗新策略,阎新龙
2023,技术发明奖,2023-F03-1-01-R11,大型复杂构件高效高质量制造关键技术及装备,徐建萍
2023,科学技术进步奖,2023-J04-1-01-D01,风云三号黎明星工程研制与应用,
2023,科学技术进步奖,2023-J03-2-04-R02,热控涂层光谱特性精细调控关键技术及应用,李俊峰
2023,科学技术进步奖,2023-J04-1-02-R12,锂电固废绿色低碳短程循环利用技术与应用,石绍渊
2023,自然科学奖,2023-Z04-2-03-R08,衰老的机制和干预研究,王　思
2023,自然科学奖,2023-Z01-2-01-R02,皮秒级高精度时间频率同步及科学应用,王　波
2023,技术发明奖,2023-F04-2-02-D01,可维护飞行器先进设计与制造技术,
2023,科学技术进步奖,2023-J12-2-03-R02,抗旱节水杨树新品种定向创制与示范应用,宋跃朋
2023,自然科学奖,2023-Z01-2-06-D01,神经疾病发作和调控的动力学理论与方法,
2023,科学技术进步奖,2023-J09-1-02-D02,海上风电全过程协同开发关键技术及工程应用,
2023,科学技术进步奖,2023-J08-1-01-R06,常见功能性胃肠病脑肠同调新治则及疗效评价方法 ,苏晓兰
2023,自然科学奖,2023-Z04-1-03-R01,机械力受体PIEZO的结构功能机制,肖百龙
2023,科学技术进步奖,2023-J06-2-02-R08,踝关节运动损伤诊疗新技术及其应用研究,赵　峰
2023,科学技术进步奖,2023-J10-2-05-R08,基于京津冀地区尾矿废石利用的高品质骨料及混凝土技术开发与应用,刘卫东
2023,科学技术进步奖,2023-J02-1-01-R12,北斗全球系统试验卫星在轨验证关键技术及应用,张春领
2023,科学技术进步奖,2023-J06-1-02-R14,髋关节发育不良诊疗关键技术的建立与应用推广,周勇刚
2023,科学技术进步奖,2023-J01-2-01-R09,集成电路光刻中光源与掩模协同优化技术及产业化应用,郝芸芸
2023,科学技术进步奖,2023-J09-2-05-R06,面向新能源消纳能力提升的绿色电力市场关键技术及应用,李　竹
2023,科学技术进步奖,2023-J05-2-08-R07,应急现场协同感知与融合推演关键技术及应用,秦挺鑫
2023,科学技术进步奖,2023-J06-2-12-R06,骨质疏松症防治体系的建立及应用,余　卫
2023,自然科学奖,2023-Z02-1-02-D02,人类视觉系统启发的视频感知质量优化理论与方法,
2023,技术发明奖,2023-F06-2-03-R08,非洲猪瘟等动物疫病“产供环”一体化检测监测技术研发与应用,王　娜
2023,科学技术进步奖,2023-J10-2-03-D04,装配式混凝土住宅性能提升、智能建造关键技术及规模化应用,
2023,科学技术进步奖,2023-J02-2-02-D01,面向双碳优化的高效能数据中心关键技术研究与应用,
2023,自然科学奖,2023-Z05-2-09-R05,多孔介质中多相悬浮物质耦合流动的物理本质及理论模型,郭志光
2023,科学技术进步奖,2023-J09-2-08-R02,轨道交通大功率牵引变流器高性能控制关键技术及应用,周明磊
2023,技术发明奖,2023-F03-1-01-R07,大型复杂构件高效高质量制造关键技术及装备,汪劲松
2023,科学技术进步奖,2023-J09-1-01-R04,大型粒子加速器多频段高性能超导腔系统自主创新研发及工程应用,翟纪元
2023,技术发明奖,2023-F06-2-01-R01,稠油低碳冷采靶向降黏关键技术与应用,王海波
2023,科学技术进步奖,2023-J04-1-02-R10,锂电固废绿色低碳短程循环利用技术与应用,阎文艺
2023,科学技术进步奖,2023-J06-2-10-R01,综合征性脊柱侧凸诊疗体系的建立及推广应用,沈建雄
2023,科学技术进步奖,2023-J06-1-01-R12,重要传染病病原检测新技术和致病机制研究的产学研用转化体系建设,徐　磊
2023,科学技术进步奖,2023-J02-2-08-R02,面向数据要素价值化的数据融通平台与应用,赵　阳
2023,科学技术进步奖,2023-J07-1-01-R06,抗病毒药物的创新及其产业化,张磊砢
2023,自然科学奖,2023-Z02-2-05-R07,广域分布式无线通信网络度量方法与优化理论,庄海若
2023,自然科学奖,2023-Z04-2-03-R07,衰老的机制和干预研究,宋默识
2023,技术发明奖,2023-F02-2-03-D05,新型电力系统源网荷储协同规划与全景运行模拟关键技术与应用,
2023,科学技术进步奖,2023-J06-1-01-R05,重要传染病病原检测新技术和致病机制研究的产学研用转化体系建设,钟　辉
2023,科学技术进步奖,2023-J02-1-03-R01,适变复杂电磁环境的超密集移动通信网络关键技术与应用,冯志勇
2023,科学技术进步奖,2023-J01-1-02-D02,低成本Q/V/Ka频段低轨宽带通信卫星批量研制及应用,
2023,科学技术进步奖,2023-J03-2-03-D03,车用高性能燃料电池关键材料、技术及应用,
2023,科学技术进步奖,2023-J03-2-01-D03,微弱信号探测用高性能光纤倒像器制备关键技术及应用,
2023,科学技术进步奖,2023-J13-2-02-R10,拯救心脏：多维度立体化大众心脏健康科普体系的构建与应用,刘传芬
2023,科学技术进步奖,2023-J12-1-01-R15,农产品危害因子靶向识别材料库构建和速测关键技术开发及应用,冯才伟
2023,技术发明奖,2023-F06-2-01-R09,稠油低碳冷采靶向降黏关键技术与应用,温伯尧
2023,科学技术进步奖,2023-J06-2-06-R06,肩关节外科疾病诊疗创新技术的建立与推广应用,张海龙
2023,科学技术进步奖,2023-J05-1-03-R05,典型灾害事故环境下个体防护原理与高性能防护材料及系列装备研发与应用,宋西全
2023,科学技术进步奖,2023-J05-2-01-R07,面向智能制造即时配送机器人运营及调度关键技术研究及产业化,赵　鹏
2023,自然科学奖,2023-Z03-1-03-R05,金属–有机多孔材料的结构设计与性能调控,王　彬
2023,科学技术进步奖,2023-J04-2-05-R06,移动多谱段探测雷达研发与智能感知关键技术及应用,黄　明
2023,自然科学奖,2023-Z01-2-02-R10,生物机械表界面润滑机理与调控,温诗铸
2023,技术发明奖,2023-F06-2-02-D01,复杂油气井泡沫固井技术创新及工业化应用,
2023,科学技术进步奖,2023-J09-2-10-R03,支撑电网调峰的规模化电动汽车智慧聚合与调控关键技术及应用,李庚银
2023,科学技术进步奖,2023-J02-1-04-R15,移动终端影像系统关键技术与应用,吉高平
2023,科学技术进步奖,2023-J06-2-13-R05,儿童急性髓细胞白血病诊疗新策略的建立和推广应用,刘安生
2023,科学技术进步奖,2023-J13-2-01-R04,科学护眼科技同行近视防控科普系列作品,赵明威
2023,自然科学奖,2023-Z02-2-06-R03,面向服务的网络计算存储融合机理与调控方法,FeiRichardYu
2023,科学技术进步奖,2023-J06-2-11-D03,心肌纤维化在体无创影像评价体系的建立与应用,
2023,科学技术进步奖,2023-J09-2-06-D04,支撑系统惯量/电压的大型风电场机-场协同控制技术及应用,
2023,科学技术进步奖,2023-J06-1-05-D02,难治性慢性鼻窦炎诊疗新技术的创建与应用,
2023,科学技术进步奖,2023-J01-2-01-R06,集成电路光刻中光源与掩模协同优化技术及产业化应用,范泰安
2023,科学技术进步奖,2023-J06-1-01-R14,重要传染病病原检测新技术和致病机制研究的产学研用转化体系建设,刘　佳
2023,科学技术进步奖,2023-J09-2-07-R03,柴油机高压供油系统关键技术及应用,欧阳玲湘
2023,科学技术进步奖,2023-J09-1-04-D09,主动配电网能量管理与集群控制系统、装备及其应用,
2023,自然科学奖,2023-Z05-2-02-R08,生态环境曲面智能计算方法,赵明伟
2023,自然科学奖,2023-Z02-2-01-D01,面向复杂场景的视觉内容分析理论与方法,
