企业名称,统一社会信用代码
北京市土地整理储备中心通州区分中心,1.21E+17
北京城市排水集团有限责任公司,9.11E+17
北京富铭荣达房地产开发有限公司,91110114057392340K
北京市房山区良乡镇人民政府,11110111000078377P
北京新隆福文化投资有限公司,9111000005141895XW
北京市昌平区回龙观街道办事处,11110221MB1760888Q
北京庆隆建设管理有限公司,91110229MA01KBNG4U
昌平区园林绿化局,
北京城市副中心工程建设管理办公室,
北京未来科学城科技发展有限公司,91110114064924421H
北京建工地产有限责任公司,9.11E+17
北京景盛诚泰置业有限公司,91110105MA01A9E9XJ
北京市大兴区京南物流基地管理委员会,1.11E+17
北京市昌平区生态环境建设领导小组办公室,
北京福元医药股份有限公司,91110112700216160K
北京市平谷区水务局,11110226000112950P
北京幸福益生再生医学科技有限公司,91110117MA009XXY4J
北京兴业恒盛置业有限公司,91110115MA01JWDE6H
北京市房山区霞云岭乡镇府,
海淀镇人民政府,
北京市密云区公安消防大队,
北京市热力集团有限责任公司,91110000101100238R
北京市顺义区交通局,11110110000093059P
京津冀环境气象预报预警中心,
北京畅的科技开发有限公司,9.11E+17
北京通州投资发展有限公司,91110112MA01FLXW9P
北京新航城开发建设有限公司,91110000MA00A22E4K
首钢集团有限公司,9.11E+17
国资委冶金机关服务中心西三旗项目管理部,
北京市海淀区公安消防支队,
北京益兴房地产有限公司,91110115MA00DYBF33
北京市平谷马坊物流基地管理委员会,
北京市顺义区赵全营镇人民政府,1.11E+17
北京沃坤经城投资有限公司,91110111MA0017L568
美巢集团股份公司,91110000102882227A
北京华大基业房地产开发有限责任公司,91110108102562506P
北京市房山区水务局,1.11E+17
北京公共交通控股（集团）有限公司,9111000010110591XL
北京市朝阳区园林绿化局,11110105733481657Q
北京市自来水集团有限责任公司,91110000101358044Q
北京皇城艺术馆,1.21E+17
北京首奥置业有限公司,91110107MA00D8K07U
北京市首都公路发展集团有限公司,91110000700221058P
北京华贸奥苑房地产开发有限公司,91110000669100222W
北京公共交通控股（集团）有限公司,9111000010110591XL
北京城市排水集团有限责任公司,9.11E+17
北京顺和润致置业有限公司,
北京市海淀区苏家坨镇合作经济联合社,N3110108057366396P
北京市顺义区木林镇人民政府,11110110000093358M
中国电影资料馆,
北京顺华房地产开发有限公司,91110000802462485B
北京市基础设施投资有限公司,
丰台区园林绿化局,
北京市土地整理储备中心通州区分中心,1.21E+17
北京京房兴业置地有限公司,91110111MA01TKXA2Y
北京祐泰通达房地产开发有限公司,91110113MA00GT6361
北京恒盛宏大道路投资有限公司,91110106685123272E
北京金隅创新科技孵化器有限公司,9.11E+17
北京城市副中心投资建设集团有限公司,9.11E+17
通州区园林绿化局,
北京市通州区永乐店镇人民政府,11110112K0017644XQ
北京市延庆区园林绿化局,
大兴区安定镇政府、北京安兴惠民置业有限公司,
中央财经大学,1.21E+17
鹏瑞利美融加二（北京）置业有限公司,
北京市怀柔区庙城镇人民政府,11110227000098327D
北京捷海房地产开发有限公司,91110109MA002CBL28
北京考古遗址博物馆,
北京市昌平区教育委员会,1.11E+17
北京京能科技有限公司,
北京市石景山区教育委员会,1111010700006782XB
北京市密云区生态环境建设领导小组办公室,
北京市朝阳区交通委员会,11110105MB1712683B
北京市昌平区水务局,11110221000102859X
北京城市副中心投资建设集团有限公司,9.11E+17
昌平区回天治理专班,
北京市昌平区民政局,1.11E+17
北京市通州区马驹桥镇人民政府,1.11E+17
北京首钢二通建设投资有限公司,91110106351625774B
北京京能热力发展有限公司,
北京市水务工程建设与管理事务中心,12110000749350790J
北京市首都公路发展集团有限公司,91110000700221058P
北京市教育矫治局双河办事处,
北京海融达投资建设有限公司,91110108777085234D
北京海融达投资建设有限公司,91110108777085234D
北京市房山区水务局,1.11E+17
北京和信凯迪房地产开发有限公司,91110113MA0068D20M
北京市房山区周口店镇人民政府,
北京市门头沟区清水镇人民政府,1.11E+17
北京中冶名祥置业有限公司,9.11E+17
北京新航城开发建设有限公司,91110000MA00A22E4K
北京辉辰置业有限公司,91110111MA00AR4HXQ
北京丽泽金都开发建设有限公司,91110000593876699R
北京天泰兴业置业发展有限公司,91110107780965865M
通州区园林绿化局,
北京金顺保筑置业有限公司,91110113MA020CNAXE
北京市海淀区教育委员会,11110108000057883P
昌平区消防救援支队,
北京市基础设施投资有限公司,
北京中数云谷科技有限公司,91110229MA019LQBX3
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京市昌平区马池口镇人民政府,11110221000103448A
北京建邦怀憬房地产开发有限公司,91110116MA01XUUE5A
北京燕都水韵房地产开发有限公司,91110113MA01B03K0X
北京未来科技城昌融置业有限公司,
北京市密云区水务局,11110228000107959W
北京市顺义区北小营镇人民政府,1111011000009334XM
北京京房兴业置地有限公司,91110111MA01TKXA2Y
北京千方科技股份有限公司,9111000074614377XB
北京市通州区永乐店镇人民政府,11110112K0017644XQ
通州区园林绿化局,
北京鑫麒置业有限公司,9.11E+17
北京中关村电子城建设有限公司,9.11E+17
森特士兴集团股份有限公司,91110000600093677W
北京市房山区水务局,1.11E+17
北京中苑盛世投资管理有限公司,91110000102158407M
通州区园林绿化局,
东城区体育馆路街道办事处,
北京市朝阳区园林绿化局,11110105733481657Q
北京市消防救援总队,1.11E+17
北京市水产技术推广站,12110000400639065E
北京市海淀区城市管理委员会,
中交润致（北京）置业有限公司,
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
北京市公安局延庆分局,1.11E+17
北京汇通嘉和房地产开发有限公司,91110105MA009C8P4W
北京环境卫生工程集团有限公司,9.11E+17
北京市丰台区城市建设综合开发公司,
北京昆泰嘉恒房地产开发有限公司,91110105MA008A2J6M
北京公共交通控股（集团）有限公司,9111000010110591XL
北京市延庆区康庄镇人民政府,11110229000118340B
北京市丰台区教育委员会,11110106000062930M
北京市密云区城市管理委员会,11110228000108118F
北京西农投资有限责任公司,9.11E+17
北京市通州区西集镇人民政府,11110112000084590Q
北京北投京杭商业发展有限公司,91110112MA01Q2J22C
北京德成置地房地产开发有限公司,9111010872634200XY
北京中关村电子城建设有限公司,9.11E+17
中船重工（北京）科研管理有限公司,
北京海开房地产集团有限责任公司,91110108102024820T
北京兴拓置业有限公司,91110115MA01EL2398
华瀚投资集团有限公司,91110000722611479N
北京市大兴区旧宫镇人民政府,1.11E+17
丰台区水务局,
北京住总京房房地产开发有限公司,91110111MA00DPHR59
北京市延庆区城市管理委员会,
北京裕泽房地产开发有限限责任公司,
北京市昌平区沙河镇人民政府,11110221000103384C
广厦房地产公司,
昌平区卫生健康委员会,
北京启迪绿谷运营管理有限公司,91110117MA01C1786L
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京伯肯节能科技股份有限公司,9.11E+17
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京建新市政公司,
北京市通州区人民政府玉桥街道办事处,
国网北京市电力公司,9.11E+17
北京新太洋生物医药有限公司,91110115318306819E
北京市延庆区生态环境建设办公室,
北京市自来水集团有限责任公司,91110000101358044Q
北京实创科技园开发建设股份有限公司,9.11E+17
北京信息基础设施建设股份有限公司,91110108758739036J
北京首农食品集团有限公司,91110000101115923W
中国科学院生态环境研究中心,1.21E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京亦城坤元投资管理有限公司,91110115MA01A61N3F
北京市房山区发展和改革委员会,1.11E+17
北京市朝阳区水务建设管理办公室,12110105567459170G
北京高端制造业（房山）基地管理委员会,
北京市昌平区热力供应管理中心,12110221584478517T
北京市延庆区园林绿化局,
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
通州区水务局,
北京城市排水集团有限责任公司,9.11E+17
北京市基础设施投资有限公司,
北京兴谷发展公司,9.11E+17
北京小学翡翠城分校,1.21E+17
北京龙湖置业有限公司,9.11E+17
北京市大兴区魏善庄镇人民政府,1.11E+17
北京新航城控股有限公司,9.11E+17
通州区园林绿化局,
友康厚德生物科技（北京）有限公司,
北京市基础设施投资有限公司,
北京市密云区水务局,11110228000107959W
北京城市副中心投资建设集团有限公司,9.11E+17
北京市房山区水务局,1.11E+17
北京首钢房地产开发有限公司,91110000633712278Y
志邦实业投资有限公司,91110113700307900B
北京市延庆区住房和城乡建设委员会,
北京招商局铭嘉房地产开发有限公司,91110114082850315N
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市首都公路发展集团有限公司,91110000700221058P
北京市交通委员会大兴公路分局,
润和通信房地产开发有限公司,
北京金隅程远房地产开发有限公司,91110108563656003R
北京骏峰房地产开发有限公司,91110111MA01PLB52K
北京新凤凰城房地产开发有限公司,91110108748839690Q
北京海融达投资建设有限公司,91110108777085234D
北京城市副中心工程建设管理办公室,
北京市交通委员会,11110000000021063W
北京经济技术开发区土地储备与建设服务中心,
北京市十三陵林场,1.21E+17
首都医科大学宣武医院,1.21E+17
北京昌益房地产开发有限公司,91110115MA00DP5J3H
北京骏辉房地产开发有限公司,91110109MA01HAN47X
北京宏达安能投资有限公司,91110105558572622C
