   序号,证书状态,证书形式,证号,企业名称,法人代表,行政相对人代码,注册地址,经济类型,许可机关,核发日期,前一次有效期,延期有效期,,
2555,有效,电子,（京）JZ安许证字[2023]012615,恒鼎义(北京)市政工程有限公司,/,91110109MA00A0CF0R,北京市门头沟区石龙经济开发区永安路20号3号楼A-4863室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-13,2023-04-13,2026-03-12,,
2556,有效,电子,（京）JZ安许证字[2023]012230,北京连符建筑工程有限公司,/,91110117344285492Q,北京市平谷区马昌营镇天井大街甲2号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-20,2023-05-24,2026-04-19,,
2557,有效,电子,（京）JZ安许证字[2023]012598,北京开阳建筑工程有限公司,/,91110111MA00D1TF8C,北京市房山区长阳镇昊天北大街15号1幢2层033,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-13,2023-04-09,2026-03-12,,
2558,有效,电子,（京）JZ安许证字[2023]012599,北京亿仟建筑工程有限公司,/,91110111MA00E0DP0J,北京市房山区长阳镇昊天北大街15号1幢2层053,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-01,2023-04-19,2026-02-28,,
2559,有效,电子,（京）JZ安许证字[2023]012716,北京利信源建筑安装有限公司,/,91110112MA004N5L5H,北京市密云区鼓楼东大街3号山水大厦3层313室-2775(云创谷经济开发中心集中办公区),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-14,2023-05-13,2026-03-13,,
2560,有效,电子,（京）JZ安许证字[2020]012717,北京辉东建设工程有限公司,/,91110111MA00DARN5M,北京市密云区鼓楼东大街3号山水大厦3层313室-772(云创谷经济开发中心集中办公区),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-21,2023-07-20,2026-06-20,,
2561,有效,电子,（京）JZ安许证字[2020]013716,北京向阳宏达建设有限责任公司,/,91110113MA005KFF7U,北京市顺义区赵全营镇昌金路赵全营段56号院5号楼1层101,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-08,2023-06-27,2026-06-07,,
2562,有效,电子,（京）JZ安许证字[2020]014665,北京智纳格科技有限公司,/,9111011306728110X0,北京市顺义区兴天路15号院2号楼5层5018室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-29,2023-06-27,2026-06-28,,
2563,有效,电子,(京)JZ安许证字〔2023〕014536,大有通源(北京)信息技术有限公司,/,911101140628073529,北京市昌平区回龙观镇北清路1号院5号楼1单元611-1,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-09,2023-03-11,2026-02-08,,
2564,有效,电子,（京）JZ安许证字[2020]013383,北京百弘建筑工程有限公司,/,91110109MA00DHH7XR,北京市门头沟区杨坨粮库院内CZ0040室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-21,2023-07-07,2026-06-20,,
2565,有效,电子,（京）JZ安许证字[2020]013392,中海神国际市政工程(北京)有限公司,/,911101140514018160,北京市顺义区南法信镇金穗路2号院8号楼6层603室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-12,2023-08-09,2026-06-11,,
2566,有效,电子,（京）JZ安许证字[2020]013394,北京中京诚达建设工程有限公司,/,91110114MA00DD0469,北京市昌平区城南街道中兴路21号院4号楼8层803,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-06,2023-06-27,2026-06-05,,
2567,有效,电子,（京）JZ安许证字[2023]013397,北京尚实建筑装饰工程有限公司,/,91110113089632273P,北京市顺义区国门商务区机场东路2号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-05-24,2023-06-03,2026-05-23,,
2568,有效,电子,（京）JZ安许证字[2023]013399,北京北智天成科技发展有限公司,/,911101115960923209,北京市房山区西潞街道长虹西路73号1幢1层C35,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-18,2023-06-23,2026-04-17,,
2569,有效,电子,（京）JZ安许证字[2020]013430,北京永富强建筑安装工程有限公司,/,91110111MA005RYN27,北京市房山区周口店镇山口村村委会东180米,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-23,2020-08-27,2023-08-09,,
2570,有效,电子,（京）JZ安许证字[2023]012402,中浩联合(北京)科技发展有限公司,/,91110116MA0063PN5R,北京市怀柔区迎宾南路11号五幢二层2213室,其他有限责任公司,北京市住房和城乡建设委员会,2023-05-17,2023-06-14,2026-05-16,,
2571,有效,电子,（京）JZ安许证字[2023]012594,北京柴发机械设备有限公司,/,911101115674757957,北京市房山区城关街道顾八路1区1号-V175,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-05-08,2023-05-20,2026-05-07,,
2572,有效,电子,（京）JZ安许证字[2020]012706,北京源生建筑工程有限公司,/,91110117MA007TC78H,北京市平谷区马昌营镇天井大街甲2号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-06,2023-06-11,2026-06-05,,
2573,有效,电子,（京）JZ安许证字[2023]012711,北京中弘时代建筑工程有限公司,/,91110115MA008TLU9H,北京市大兴区礼贤镇乾平路1号自贸试验区大兴机场片区A号楼0511号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-18,2023-05-06,2026-04-17,,
2574,有效,电子,（京）JZ安许证字[2023]012803,北京龙德缘智能电力有限公司,/,91110115MA0013K839,北京市房山区良乡凯旋大街建设路18号-A1216,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-05-06,2023-05-11,2026-05-05,,
2575,有效,电子,(京)JZ安许证字〔2022〕010098,北京仁久建设工程有限公司,/,91110114357955993C,北京市昌平区回龙观镇北清路1号院6号楼3层2单元302,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2022-08-18,2022-10-15,2025-08-17,,
2576,有效,电子,（京）JZ安许证字[2020]013766,北京众诚互汇建筑工程有限公司,/,91110228095173835B,北京市密云区北庄镇北庄村华盛路142号政府办公楼223室-261,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-07-14,2023-08-06,2026-07-13,,
2577,有效,电子,（京）JZ安许证字[2023]013771,北京四海鑫旺建筑工程有限公司,/,91110109MA00DE3K93,北京市门头沟区石龙经济开发区平安路5号4幢DY054,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-05-09,2023-07-22,2026-05-08,,
2578,有效,电子,(京)JZ安许证字〔2023〕011842,北京鼎盛永达照明科技有限公司,/,911102280648790261,北京市密云区穆家峪镇穆峪南街1号镇政府办公楼401室-174,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-01-11,2023-03-31,2026-01-10,,
2579,有效,电子,（京）JZ安许证字[2023]012180,北京海阳建设工程有限公司,/,91110228MA005YGT66,北京市密云区兴云小区商业楼1至2层(1层南侧),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-10,2023-04-12,2026-03-09,,
2580,有效,电子,（京）JZ安许证字[2023]011938,北京鑫太行建筑安装有限公司,/,91110111MA008JH005,北京市房山区城关街道顾八路1区1号-L313,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-03,2023-05-08,2026-04-02,,
2581,有效,电子,（京）JZ安许证字[2023]013457,德诺森（北京）建筑材料有限公司,/,91110114L33928166P,北京市昌平区小汤山镇官牛坊村工业区,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-05-19,2023-06-28,2026-05-18,,
2582,有效,电子,（京）JZ安许证字[2020]013472,北京北方国兴建设有限公司,/,91110228MA0096TH67,北京市密云区溪翁庄镇环湖路66号镇政府1号楼110室-2248(溪翁庄镇集中办公区),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-15,2023-07-14,2026-06-14,,
2583,有效,电子,(京)JZ安许证字〔2023〕011989,北京捷安通达科技有限公司,/,911101091023698028,北京市门头沟区石龙经济开发区永安路20号3号楼A-3640,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-01-04,2023-03-23,2026-01-03,,
2584,有效,电子,（京）JZ安许证字[2023]012003,华诚博远(北京)防水工程有限公司,/,91110112MA009BD681,北京市通州区新华西街58号院3号楼24层2422,其他有限责任公司,北京市住房和城乡建设委员会,2023-03-14,2023-04-28,2026-03-13,,
2585,有效,电子,（京）JZ安许证字[2023]012007,北京市和顺英彬装饰工程有限公司,/,91110113569495941R,北京市顺义区木林镇顺焦路木林段83号,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,2023-03-17,2026-03-26,,
2586,有效,电子,（京）JZ安许证字[2023]012041,北京昆信达建筑装饰工程有限责任公司,/,91110228MA003GFR3H,北京市密云区长安街1号檀州大厦西楼9层903,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-23,2023-05-14,2026-04-06,,
2587,有效,电子,（京）JZ安许证字[2023]012049,北京航天鲁鑫建设工程有限公司,/,91110109MA006CE44X,北京市门头沟区龙兴南二路6号院1号楼8层802,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-08,2023-05-06,2026-03-07,,
2588,有效,电子,(京)JZ安许证字〔2020〕013787,七星合力(北京)劳务服务股份有限公司,/,91110113MA00B3JX63,北京市密云区密云镇鼓楼东大街1幢(5层506南),股份有限公司(非上市、自然人投资或控股),北京市住房和城乡建设委员会,2020-07-28,2020-09-21,2023-07-27,,
2589,有效,电子,(京)JZ安许证字〔2020〕013791,北京智汇建筑工程有限公司,/,91110111MA00E0LU2L,北京市房山区城关街道顾八路1区1号—T204,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2020-08-10,2020-09-21,2023-08-09,,
2590,有效,电子,（京）JZ安许证字[2020]013794,国远建设工程(北京)有限公司,/,91110111MA00EBLY5G,北京市房山区城关街道顾八路1区1号-T326,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-21,2023-07-22,2026-06-20,,
2591,有效,电子,(京)JZ安许证字〔2020〕013805,北京君盛能源科技有限公司,/,911101056995605103,北京市顺义区天竺镇二十里堡村老京顺路甲1号1幢1层118室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2020-08-17,2020-09-24,2023-08-16,,
2592,有效,电子,（京）JZ安许证字[2023]012102,北京都润空调有限公司,/,9111030266215544XR,北京市北京经济技术开发区科创十三街31号院二区13号楼8层801,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-08,2023-04-13,2026-03-07,,
2593,有效,电子,(京)JZ安许证字〔2023〕012350,北京玺通基础工程有限公司,/,91110115660543668E,北京市北京经济技术开发区(大兴)旧宫镇久敬庄路世界之花假日广场C1座11层1113室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-03,2023-04-14,2026-02-02,,
2594,有效,电子,（京）JZ安许证字[2023]012356,北京蓝艺金诚装饰工程有限公司,/,91110113580896770C,北京市顺义区林河工业开发区顺仁路53号1幢6层6016室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-17,2023-05-21,2026-04-16,,
2595,有效,电子,（京）JZ安许证字[2023]013511,北京中城天盛建筑工程有限公司,/,91110117MA00AU1Q2G,北京市平谷区大华山镇大华山南路150号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-17,2023-06-09,2026-03-16,,
2596,有效,电子,（京）JZ安许证字[2020]013519,北京宏大智邦装饰有限责任公司,/,911101086750778315,北京市海淀区万寿路街道复兴路46号4号楼2门102,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-05-30,2023-08-12,2026-05-29,,
2597,有效,电子,(京)JZ安许证字〔2023〕011766,北京碧海怡景园林绿化有限公司,/,91110113748822098C,北京市顺义区马坡镇复兴四街3号院4号楼3层303,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-01-12,2023-03-01,2026-01-11,,
2598,有效,电子,(京)JZ安许证字〔2023〕012061,北京成铭建筑工程有限公司,/,91110114682860832P,北京市昌平区马池口镇下念头村临300号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-03,2023-03-17,2026-02-02,,
2599,有效,电子,（京）JZ安许证字[2023]012069,北京升元建筑工程有限公司,/,91110113MA00805W45,北京市平谷区山东庄镇山东庄村前街126号,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-29,2023-04-13,2026-03-28,,
2600,有效,电子,(京)JZ安许证字〔2023〕012437,中丕建设有限公司,/,911101087684639180,北京市昌平区城北街道昌崔路198号院9号楼6层610,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-28,2023-04-02,2026-02-27,,
2601,有效,电子,（京）JZ安许证字[2023]012439,睿合品筑(北京)建设工程有限公司,/,91110116MA006Y1E3H,北京市怀柔区庙城镇庙城村临300号401室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-14,2023-05-10,2026-04-13,,
2602,有效,电子,（京）JZ安许证字[2020]012444,北京金宗酉建筑工程有限公司,/,911101133354766923,北京市顺义区龙湾屯镇府前街13号东楼346,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-06-14,2023-06-18,2026-06-13,,
2603,有效,电子,（京）JZ安许证字[2023]012446,北京卫净化制冷设备安装有限公司,/,91110112102450563L,北京市通州区新华北街17号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-04,2023-04-14,2026-04-03,,
