质量安全认证,年产量,生产规模,产品类别,所属区域,联系人,主体类型,主体名称,ID,所属行业,主要销售渠道,联系电话,统一社会信用代码,更新时间
有机,,,蔬菜种植,平谷区,王**,合作社,北京华伶诚果蔬产销专业合作社,C117105000000008,种植业,其他,***2430,93110117MA01TYT389,45677
有机,65.0,,食用菌生产,平谷区,王**,合作社,北京桃花海果蔬产销专业合作社,C117105000000010,种植业,其他,***5401,/,45257
有机,,,食用菌生产,平谷区,王**,合作社,北京桃花海果蔬产销专业合作社,C117105000000010,种植业,其他,***5401,,45677
有机,,,蔬菜种植,平谷区,张**,合作社,北京平谷区夏各庄镇安固村经济合作社,C117106000000005,种植业,其他,***3560,,45811
有机,,,蔬菜种植,平谷区,张**,合作社,北京益康富民有机农产品产销专业合作社,C117106000000015,种植业,其他,***0527,93110117565849204J,45771
有机,2.0,5,蔬菜种植,平谷区,张**,合作社,北京益康富民有机农产品产销专业合作社,C117106000000015,种植业,其他,***0527,93110117565849204J,45401
有机,,,蔬菜种植,平谷区,朱**,合作社,北京市平谷区王辛庄镇东杏园经济合作社,C117110000000004,种植业,其他,***5186,N21101177868586307,45583
,,,蔬菜种植,昌平区,谷**,合作社,北京博农源态种植专业合作社,C114118000000017,种植业,其他,***1853,93110114589095267Q,45268
,10.0,4000,畜禽养殖,昌平区,王**,合作社,北京宏栗园柴鸡专业合作社,C114120000000005,畜牧业,其他,***9994,9311011467509157XJ,45538
,,,蔬菜种植,大兴区,寇**,合作社,北京寇氏三鑫种植专业合作社,C115103000000002,种植业,其他,***9668,110115010791876,45216
,,,蔬菜种植,大兴区,王**,合作社,北京绿思维农副产品产销专业合作社,C115104000000005,种植业,其他,***7775,931101156835771826,45169
,,,蔬菜种植,大兴区,蔡**,合作社,北京采育鸿润生态农业专业合作社,C115104000000007,种植业,其他,***2251,93110115071741607R,44483
,,,蔬菜种植,大兴区,亢**,合作社,北京京采林苑种植专业合作社,C115104000000010,种植业,其他,***7612,931101153063057202,44483
,,,蔬菜种植,大兴区,刘**,合作社,北京物阜源丰农产品专业合作社,C115108000000004,种植业,其他,***0433,931101156699284924,45219
,,,蔬菜种植,大兴区,许**,合作社,北京雨田利丰种植专业合作社,C115108000000014,种植业,其他,***2387,93110115MA097W3X1T,45213
,,,蔬菜种植加工,大兴区,侯**,合作社,北京耕鲜农业专业合作社,C115108000000020,种植业,其他,***1885,93110115MA00ECUW9D,45170
,,,蔬菜种植,大兴区,王**,合作社,北京永定河老翟瓜菜产销专业合作社,C115109000000003,种植业,其他,***9951,93110115MA01U5MC3W,45084
,,,蔬菜种植,大兴区,刘**,合作社,北京益农绿园农产品产销专业合作社,C115110000000001,种植业,其他,***1161,93110115MA01ELN911,45230
,,,蔬菜种植,大兴区,韩**,合作社,北京凤河联营农业专业合作社联合社,C115111000000005,种植业,其他,***5103,,44876
,,,蔬菜种植,大兴区,王**,合作社,北京广润发果品专业合作社,C115111000000007,种植业,其他,***3652,,45253
,,,蔬菜种植,大兴区,张**,合作社,北京北台农产品专业合作社,C115111000000008,种植业,其他,***6269,,44876
,,,蔬菜种植,怀柔区,李**,合作社,北京绿森源种植专业合作社,C116000000000001,种植业,其他,***1311,,45628
,,,粮经作物生产,怀柔区,彭**,合作社,北京丰硕庄圆种植专业合作社,C116102000000004,种植业,其他,***9339,,45455
,,,粮经作物生产,怀柔区,胡**,合作社,北京宇永顺通农机专业合作社,C116102000000007,种植业,其他,***2045,93110116551381233H,45169
,,,蔬菜种植,怀柔区,赵**,合作社,北京梨园情种植专业合作社,C116102000000009,种植业,其他,***1383,93110116573197752B,45475
,150.0,53333.6,养殖,怀柔区,张**,合作社,北京梭草启航养殖专业合作社,C116103000000001,渔业,其他,***4323,93110116563609928R,44063
,,,蔬菜种植,怀柔区,刘**,合作社,北京新房子种植专业合作社（东方好莱坞假日农场),C116103000000005,种植业,其他,***3887,9311011668358637X3,44116
,100.0,300,养殖,怀柔区,于**,合作社,北京浩淼旺发冷水鱼养殖专业合作社,C116107000000001,渔业,其他,***9055,93110116078590493F,45638
,,,蔬菜种植,怀柔区,果**,合作社,北京山水乡情种养殖专业合作社,C116107000000002,种植业,其他,***3554,931101166857520289,45189
,,,粮经作物生产,怀柔区,刘**,合作社,北京汤河惠农农机专业作社,C116107000000003,种植业,其他,***2911,93110116MAOIPHYFXR,44865
,,,蔬菜种植,怀柔区,夏**,合作社,北京雁栖岛生态园林发展有限公司,C116107000000007,种植业,其他,***3317,,44865
,,,食用菌生产,怀柔区,田**,合作社,北京桦树顶种植专业合作社,C116110000000001,种植业,其他,***3603,,45266
,,,其他(种植),平谷区,马**,合作社,北京市平谷区金海湖镇茅山后村经济合作社,C117006216000001,种植业,其他,***1081,,45621
,120.0,40000,养殖,平谷区,尉**,合作社,北京鱼宏利水产养殖专业合作社,C117102000000004,渔业,其他,***8366,93110117573234568G,45113
,,,蔬菜种植,平谷区,张**,合作社,北京百兴同福农产品产销专业合作社,C117104000000002,种植业,其他,***2336,93110117MA01TR31P,45119
,,7000,畜禽养殖,平谷区,饶**,合作社,北京大发正大有限公司平谷种鸡场,C117104000000004,畜牧业,其他,***6600,,44053
,,,其他(种植),平谷区,陈**,合作社,北京公爷坟村农产品产销专业合作社,C117104000000006,种植业,其他,***1856,93110117MAOIUYXB4X,45117
,,,其他(种植),平谷区,杨**,合作社,北京互联农业服务农民专业合作社联合社,C117105000000002,种植业,其他,***8621,93110117355313057D,45677
,30.0,5000,畜禽养殖,平谷区,王**,合作社,梯子峪满山找养殖专业合作社,C117105000000004,畜牧业,其他,***1755,93110117689936253,45677
,,,其他(种植),平谷区,叶**,合作社,北京麻子峪果蔬产销专业合作社,C117105000000009,种植业,其他,***5015,93110117MA020JAF7A,45677
,,,蔬菜种植,平谷区,罗**,合作社,北京桃源天下果蔬产销专业合作社,C117111000000002,种植业,其他,***3655,110117014640782,45162
,,60000,畜禽养殖,平谷区,张**,合作社,北京绿都兴瑞养殖专业合作社,C117111000000003,畜牧业,其他,***3912,,45167
,,,蔬菜种植,平谷区,胡**,合作社,北京清海果蔬产销专业合作社,C117111000000005,种植业,其他,***5300,931101170924322489,45162
,30.0,5000,畜禽养殖,平谷区,张**,合作社,北京金利兴畜禽养殖专业合作社,C117111000000007,畜牧业,其他,***9019,93110117684387751P,45167
,,,粮经作物生产,平谷区,龚**,合作社,北京市平谷区刘家店镇刘家店村经济合作社,C117112000000001,种植业,其他,***2043,N2110117553069059X,44498
,,,粮经作物生产,平谷区,龚**,合作社,江米洞经济合作社,C117112000000002,种植业,其他,***8378,,45138
,,,粮经作物生产,密云区,陈**,合作社,北京河南寨农机服务专业合作社,C118104000000014,种植业,其他,***8541,93110228690825076X,45659
,8.5,14,畜禽养殖,延庆区,卓**,合作社,北京农合顺合作社,C119100000000007,畜牧业,其他,***7145,,44880
,,,蔬菜种植,延庆区,赵**,合作社,北京金硕丰蔬菜种植合作社,C119100000000010,种植业,其他,***3673,93110229076597819N,44880
"无公害,有机",,,蔬菜种植,怀柔区,张**,企业,北京中同有机农业股份有限公司,E116108000000002,种植业,其他,***0996,91110108306441386T,45251
"无公害,有机",600.0,72,蔬菜种植,怀柔区,张**,企业,北京中同有机农业股份有限公司,E116108000000002,种植业,其他,***0996,91110108306441386T,45251
"有机,绿色",,900,蔬菜种植,平谷区,潘**,企业,北京槐香现代农业科技有限公司,E117108204000001,种植业,其他,***1695,91110117768458166Y,45355
"有机,绿色",,,蔬菜种植,平谷区,潘**,企业,北京槐香现代农业科技有限公司,E117108204000001,种植业,其他,***1695,91110117768458166Y,45355
"无公害,有机",306.0,,畜禽养殖,密云区,程**,企业,北京百年栗园生态农业有限公司,E118106000000009,畜牧业,其他,***8907,9111022878022344XA,45259
"无公害,有机",306.0,48119,畜禽养殖,密云区,程**,企业,北京百年栗园生态农业有限公司,E118106000000009,畜牧业,其他,***0277,9111022878022344XA,45807
"有机,绿色",104.5,,粮经作物生产,密云区,曹**,企业,亿科农（北京）农业发展有限公司,E118112213000001,种植业,其他,***3683,91110118MABP1KH16E,45373
"有机,绿色",,,粮经作物生产,密云区,曹**,企业,亿科农（北京）农业发展有限公司,E118112213000001,种植业,其他,***3683,91110118MABP1KH16E,45729
"有机,绿色",,,粮经作物生产,密云区,唐**,企业,北京昆鹏弘宇建筑工程有限公司,E118113207000002,种植业,其他,***6212,91110228MA01X9K77B,45351
"有机,绿色",130.0,,粮经作物生产,密云区,唐**,企业,北京昆鹏弘宇建筑工程有限公司,E118113207000002,种植业,其他,***6212,91110228MA01X9K77B,45351
"有机,绿色",,,粮经作物生产,密云区,冯**,企业,凯诚奥加（北京）生态农业科技发展有限公司,E118114201000002,种植业,其他,***0769,91110228551439626X,45617
ISO22000,,,蔬菜种植,延庆区,李**,企业,北京希森三和马铃薯有限公司,E119100000000009,种植业,其他,***0277,91110229679607625R,44880
"无公害,有机",12.0,2488,蔬菜种植,延庆区,乔**,企业,北京绿富隆农业科技发展有限公司,E119104000000006,种植业,其他,***0818,91110229746100649B,45272
"无公害,有机",,,蔬菜种植,延庆区,乔**,企业,北京绿富隆农业科技发展有限公司,E119104000000006,种植业,其他,***0818,91110229746100649B,45625
国家地理标识,30.0,30,蔬菜种植,大兴区,王**,合作社,北京绿思维农副产品产销专业合作社,C115104000000005,种植业,其他,***7775,931101156835771826,45169
国家地理标识,,400,蔬菜种植,大兴区,蔡**,合作社,北京采育鸿润生态农业专业合作社,C115104000000007,种植业,其他,***2251,93110115071741607R,44483
国家地理标识,,60,蔬菜种植,大兴区,亢**,合作社,北京京采林苑种植专业合作社,C115104000000010,种植业,其他,***7612,931101153063057202,44483
国家地理标识,562.5,,蔬菜种植,大兴区,杜**,合作社,北京采育喜山葡萄专业合作社,C115104000000017,种植业,其他,***3888,93110115686915941C,45243
国家地理标识,300.0,,蔬菜种植,大兴区,方**,合作社,北京兴康源农产品产销专业合作社,C115106000000003,种植业,其他,***6593,93110115670168F,45190
国家地理标识,,300,蔬菜种植,大兴区,林**,合作社,北京格林福德农产品产销专业合作社,C115106000000005,种植业,其他,***8708,110115018315136,45170
国家地理标识,50.0,20,蔬菜种植,大兴区,吴**,合作社,北京建平蔬菜产销专业合作社,C115106000000006,种植业,其他,***9953,110115011418450,45170
国家地理标识,,275,蔬菜种植,大兴区,刘**,合作社,北京物阜源丰农产品专业合作社,C115108000000004,种植业,其他,***0433,931101156699284924,45219
国家地理标识,10.0,50,蔬菜种植,大兴区,许**,合作社,北京雨田利丰种植专业合作社,C115108000000014,种植业,其他,***2387,93110115MA097W3X1T,45213
国家地理标识,,400,蔬菜种植加工,大兴区,侯**,合作社,北京耕鲜农业专业合作社,C115108000000020,种植业,其他,***1885,93110115MA00ECUW9D,45170
国家地理标识,,240,蔬菜种植,大兴区,王**,合作社,北京永定河老翟瓜菜产销专业合作社,C115109000000003,种植业,其他,***9951,93110115MA01U5MC3W,45084
国家地理标识,60.0,100,蔬菜种植,大兴区,刘**,合作社,北京益农绿园农产品产销专业合作社,C115110000000001,种植业,其他,***1161,93110115MA01ELN911,45230
国家地理标识,30.0,,粮经作物生产,怀柔区,彭**,合作社,北京丰硕庄圆种植专业合作社,C116102000000004,种植业,其他,***9339,/,45455
国家地理标识,140.0,,粮经作物生产,怀柔区,胡**,合作社,北京宇永顺通农机专业合作社,C116102000000007,种植业,其他,***2045,93110116551381233H,45169
国家地理标识,,350,蔬菜种植,怀柔区,赵**,合作社,北京梨园情种植专业合作社,C116102000000009,种植业,其他,***1383,93110116573197752B,45475
国家地理标识,,,养殖,怀柔区,张**,合作社,北京梭草启航养殖专业合作社,C116103000000001,水产业,其他,***4323,93110116563609928R,44063
国家地理标识,,,养殖,怀柔区,刘**,合作社,北京浩淼旺发冷水鱼养殖专业合作社,C116107000000001,水产业,其他,***3098,	93110116078590493F,45411
国家地理标识,1.4,,蔬菜种植,怀柔区,果**,合作社,北京山水乡情种养殖专业合作社,C116107000000002,种植业,其他,***3554,931101166857520289,45189
国家地理标识,33.0,,粮经作物生产,怀柔区,刘**,合作社,北京汤河惠农农机专业作社,C116107000000003,种植业,其他,***2911,93110116MAOIPHYFXR,44865
国家地理标识,,15,粮经作物生产,怀柔区,刘**,合作社,北京兴盛源种养殖专业合作社,C116107000000006,种植业,其他,***2989,	110116010701239,44865
国家地理标识,1.0,,蔬菜种植,怀柔区,夏**,合作社,北京雁栖岛生态园林发展有限公司,C116107000000007,种植业,其他,***3317,/,44865
国家地理标识,,,养殖,平谷区,尉**,合作社,北京鱼宏利水产养殖专业合作社,C117102000000004,水产业,其他,***8366,93110117573234568G,45113
国家地理标识,200.0,100,蔬菜种植,平谷区,任**,合作社,北京市平谷区绿都林科技示范园,C117102000000010,种植业,其他,***5516,521101177400716050,45119
国家地理标识,32.0,,蔬菜种植,平谷区,张**,合作社,北京百兴同福农产品产销专业合作社,C117104000000002,种植业,其他,***2336,93110117MA01TR31P,45119
国家地理标识,,7000,畜禽养殖,平谷区,饶**,合作社,北京大发正大有限公司平谷种鸡场,C117104000000004,畜牧业,其他,***6600,/,44053
国家地理标识,120.0,,其他(种植),平谷区,陈**,合作社,北京公爷坟村农产品产销专业合作社,C117104000000006,种植业,其他,***1856,93110117MAOIUYXB4X,45117
国家地理标识,75.0,,其他(种植),平谷区,杨**,合作社,北京互联农业服务农民专业合作社联合社,C117105000000002,种植业,其他,***8621,93110117355313057D,45119
国家地理标识,30.0,5000,畜禽养殖,平谷区,王**,合作社,梯子峪满山找养殖专业合作社,C117105000000004,畜牧业,其他,***1755,93110117689936253,45272
