行政相对人名称,行政相对人代码1(统一社会信用代码),行政相对人代码2(工商注册号),行政相对人代码3(组织机构代码),行政相对人代码4(税务登记号),行政相对人代码5(事业单位证书号),行政相对人代码6(社会组织登记证号),法定代表人,法定代表人证件类型,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财物的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,/
北京六环天力汽车修理厂,91110114752164366T,/,/,/,/,/,王*厅,身份证,延环保监察罚字[2020]022号,《中华人民共和国大气污染防治法》第四十五条,"2020年5月20日,我局执法人员对该单位进行现场检查,发现该单位在开放空间对货架进行刷漆作业未安装净化装置或者采取其他措施防止污染周边环境。",《中华人民共和国大气污染防治法》第一百零八条第一款第一项,罚款,处以罚款2万元。,2,/,/,2020-07-08,2099-12-31,/,北京市延庆区生态环境局,11110229000117903B,/,北京市延庆区生态环境局,11110229000117903B,/
天津市正威燃气有限公司,91120222744041956A,/,/,/,/,/,王*山,身份证,京交法(13)字稽20062901,属于取得危险货物道路运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输。违反了《道路货物运输及站场管理规定》第五十九条第一款之规定。,"天津市正威燃气有限公司取得道路货物运输经营许可使用无道路运输证车辆参加货物运输,此行为属于取得危险货物道路运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输。违反了《道路货物运输及站场管理规定》第五十九条第一款之规定。根据《道路货物运输及站场管理规定》第五十九条第一款之规定",根据《道路货物运输及站场管理规定》第五十九条第一款之规定,罚款,"2020年6月29日8时00分,司机刘振宇驾驶的津C90018津CM567挂号危险货物道路运输车辆 ,行驶至延庆区下营,经执法人员刘玉山(执法证号:11310055)、陈萌(执法证号:11310090)示证检查:该车从天津到山西,途径北京市延庆区,运输货物为柴油,该车所有人为天津市正威燃气有限公司,押运员马宝山。该公司已取得道路运输经营许可,但使用的车牌号为津C90018号货物运输车辆未取得道路运输证,此行为属于取得危险货物道路运输经营许可的道路货物运输经营者使用无道路运输证的车辆参加货物运输。违反了《道路货物运输及站场管理规定》第五十九条第一款之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.6,/,/,2020-06-29,2020-06-29,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京众和聚源混凝土有限公司,91110229744722305T,/,/,/,/,/,何*排,身份证,京交法(13)字稽20062201,违反了《北京市道路运输条例》第十三条第(五)项之规定。,"北京众和聚源混凝土有限公司未按规定携带驾驶员从业资格证驾驶京AJK980号货物运输车辆,此行为违反了《北京市道路运输条例》第十三条第(五)项之规定。根据《北京市道路运输条例》第五十七条第(三)项的规定。",根据《北京市道路运输条例》第五十七条第(三)项的规定,罚款,"2020年6月22日8时00分,秦宗波驾驶的京AJK980号货物运输车辆,行驶至延庆区姜家台,经执法人员付景腾(执法证号:11310126)、洪山(执法证号:11310118)示证检查:该车取得普通货物道路运输证,驾驶空车,从众和到下屯,该企业专业人员在运营中未携带驾驶员《从业资格证》。此行为违反了《北京市道路运输条例》第十三条第(五)项之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-06-22,2020-06-22,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京宏拓机械租赁有限公司,91110116MA01BCD2X1,/,/,/,/,/,郭*良,身份证,延环保车罚字〔2020〕48号,《中华人民共和国大气污染防治法》第五十一条第一款,"我局于2020年6月3日对你(单位)进行了调查,发现你(单位)负责冬奥市政基础三工区工地土方施工,使用的型号为LG855D,编号为LSH0855PAG118027的龙工牌轮式装载机排气烟度光吸收系数为5.10m-1,超过《非道路柴油移动机械排气烟度限值及测量方法》(GB 36886-2018)规定的烟度排放限值。",《中华人民共和国大气污染防治法》第一百一十四条第一款,罚款,"责令改正,并处人民币伍仟元罚款。",0.5,/,/,2020-06-28,2099-12-31,/,延庆区生态环境局,11110229000117903B,/,延庆区生态环境局,11110229000117903B,/
北京中建缘兴建筑装饰有限公司,91110114MA007J832Y,/,/,/,/,/,陈*强,身份证,延环保监察罚字[2020]013号,《中华人民共和国水污染防治法》第三十九条,"2020年4月15日,我局执法人员对该单位进行现场检查时,发现该单位负责万达广场建设项目工人生活区管理,生活污水未经处理,通过渗坑、私设暗管外排至地表环境。",《中华人民共和国水污染防治法》第八十三条第一款第三项,罚款,处以罚款20万元,20,/,/,2020-06-15,2099-12-31,/,北京市延庆区生态环境局,11110229000117903B,/,北京市延庆区生态环境局,11110229000117903B,/
北京华浩祥盛商贸有限公司,91110304MA01D33B6N,/,/,/,/,/,张*柱,身份证,京交法(13)字稽20063002,违反了《北京市道路运输条例》第十三条第(五)项之规定,"北京华浩祥盛商贸有限公司未按规定携带驾驶员从业资格证驾驶京AKB515号货物运输车辆,此行为违反了《北京市道路运输条例》第十三条第(五)项之规定,根据《北京市道路运输条例》第五十七条第(三)项的规定,应给予处罚。",根据《北京市道路运输条例》第五十七条第(三)项的规定,罚款,"2020年6月30日9时20分,王佳伟驾驶的京AKB515号货物运输车辆,行驶至延庆区姜家台路口,经执法人员刘玉山(执法证号:11310055)、陈萌(执法证号:11310050)示证检查:该车取得普通货物道路运输证,运输货物为电器,从北京到延庆,该企业专业人员在运营中未携带驾驶员《从业资格证》。此行为违反了《北京市道路运输条例》第十三条第(五)项之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-06-30,2020-06-30,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京永峰建筑工程有限公司,91110229MA003UUB6E,/,/,/,/,/,张*峰,身份证,(京延)应急罚〔2020〕060号,安全生产隐患管理类违法,未将事故隐患排查治理情况如实记录,依据《中华人民共和国安全生产法》第九十四条第(五)项规定,罚款,未将事故隐患排查治理情况如实记录,0.6,/,/,2020-06-24,2020-07-09,/,北京市延庆区应急管理局,11110229764241445C,/,北京市延庆区应急管理局,11110229764241445C,/
北京永峰建筑工程有限公司,91110229MA003UUB6E,/,/,/,/,/,张*峰,身份证,(京延)应急罚当〔2020〕007号,生产经营单位作业现场管理类违法,从业人员违章作业不加制止,依据《安全生产违法行为行政处罚办法》第四十五条第(三)项规定,警告,从业人员违章作业不加制止,/,/,/,2020-06-18,2020-06-19,/,北京市延庆区应急管理局,11110229764241445C,/,北京市延庆区应急管理局,11110229764241445C,/
北京康生动物医院,92110229MA00NBW733,/,/,/,/,/,李*元,身份证,延环保监察罚字[2020]027号,《中华人民共和国环境影响评价法》第二十五条,"2020年5月27日,我局执法人员对该单位进行现场检查时,发现该单位新增射线装置1台,未取得环评手续,即已建成并投入使用。",《中华人民共和国环境影响评价法》第三十一条第一款,罚款,处以罚款1560元,0.156,/,/,2020-07-07,2099-12-31,/,北京市延庆区生态环境局,11110229000117903B,/,北京市延庆区生态环境局,11110229000117903B,/
北京箭亭聚源混凝土工程机械设备租赁有限公司,91110229735094693M,/,/,/,/,/,董*承,身份证,京交法(13)字稽20070102,违反了《北京市道路运输条例》第十三条第(五)项之规定,"北京箭亭聚源混凝土工程机械设备租赁有限公司未按规定携带驾驶员从业资格证驾驶京ACW032号货物运输车辆,此行为违反了《北京市道路运输条例》第十三条第(五)项之规定,根据《北京市道路运输条例》第五十七条第(三)项的规定,应予处罚。","根据《北京市道路运输条例》第五十七条第(三)项的规定,",罚款,"2020年7月1日9时20分,刘锋驾驶的京ACW032号货物运输车辆,行驶至延庆区东桥,经执法人员刘玉山(执法证号:11310055)、陈萌(执法证号:11310090)示证检查:该车取得普通货物道路运输证,驾驶空车,从东外大街到张山营镇,该企业专业人员在运营中未携带驾驶员《从业资格证》。此行为违反了《北京市道路运输条例》第十三条第(五)项之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-07-01,2020-07-01,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京市延庆区张山营镇付小江运输户,92110229L76019552X,/,/,/,/,/,付*江,身份证,京交法(13)字稽20070301,违反了《中华人民共和国道路运输条例》第三十三条之规定。,"北京市延庆区张山营镇付小江运输户未按规定随车携带道路运输证驾驶京ACD689号号货物运输车辆,此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。根据《中华人民共和国道路运输条例》第六十八条的规定。应予处罚。",根据《中华人民共和国道路运输条例》第六十八条的规定。,罚款,"2020年7月3日8时00分,闫庆星驾驶的京ACD689号货物运输车辆,行驶至延庆区康张路,经执法人员时岳峰(执法证号:11310096)、孙建伟(执法证号:11310036)示证检查:该车取得普通货物道路运输证,运输货物为鸡蛋,从张山营到八达岭,该车驾驶员闫庆星未按规定随车携带《道路运输证》。此行为违反了《中华人民共和国道路运输条例》第三十三条之规定。以上违法事实有现场笔录、询问笔录、证件复印件等予以佐证。当事人无陈述申辩意见。",0.02,/,/,2020-07-03,2020-07-03,/,北京市延庆区交通局,1111022900011805X5,/,北京市延庆区交通局,1111022900011805X5,/
北京宏拓机械租赁有限公司,91110116MA01BCD2X1,/,/,/,/,/,郭*良,身份证,延环保车罚字〔2020〕45号,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,"我局于2020年6月3日对你(单位)进行了调查,发现你(单位)负责冬奥市政基础三工区工地土方施工,使用的型号为D6114ZG11B,编号为B410E34425的龙工牌压路机未经信息编码登记或者未如实登记信息。",《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,罚款,"责令改正,并处人民币伍仟元罚款。",0.5,/,/,2020-06-28,2099-12-31,/,延庆区生态环境局,11110229000117903B,/,延庆区生态环境局,11110229000117903B,/
北京宏拓机械租赁有限公司,91110116MA01BCD2X1,/,/,/,/,/,郭*良,身份证,延环保车罚字〔2020〕46号,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,"我局于2020年6月3日对你(单位)进行了调查,发现你(单位)负责冬奥市政基础三工区工地土方施工,使用的型号为LG855D,编号为LSH0855PAG118027的龙工牌轮式装载机未经信息编码登记或者未如实登记信息。",《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,罚款,"责令改正,并处人民币伍仟元罚款。",0.5,/,/,2020-06-28,2099-12-31,/,延庆区生态环境局,11110229000117903B,/,延庆区生态环境局,11110229000117903B,/
