数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
企业,五稻香餐饮（北京）有限责任公司,911101165674977836,,,,,,高俊超,京怀泉河街道罚字〔2020〕0017号,《北京市市容环境卫生条例》第六十四条第二款,2020年11月6日20时45分，当事人在北京市怀柔区五稻香餐饮（北京）有限责任公司后厨内，没有按照规定设置单独的餐厨垃圾收集、贮存设施。执法人员已责令当事人立即改正上述违法行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/11/9,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月12日
企业,北京吉祥九九嘉餐饮有限公司,91110116799982200J,,,,,,马光恩,京怀泉河街道罚字〔2020〕0019号,《北京市市容环境卫生条例》第六十四条第二款,2020年11月6日19时45分，当事人在北京市怀柔区滨湖南街10号楼西侧未按要求设置餐厨垃圾收集、贮存设施。执法人员已责令其该店在规定期限内改正上述行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/11/10,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月12日
企业,北京亿卷春餐饮有限公司,91110116MA00DDFQ1G,,,,,,刘海峰,京怀泉河街道罚字〔2020〕0018号,《北京市市容环境卫生条例》第六十四条第二款,2020年11月6日19时50分，当事人在北京市怀柔区富乐小区北里24号楼1层02、03、04、05处亿卷春饭店后厨内仅设有一个没有标识的生活垃圾桶，没有按照规定设置单独的餐厨垃圾收集、贮存设施。执法人员已责令当事人立即改正上述行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/11/9,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月12日
企业,北京旺源兴华商贸有限公司,911101160741250686,,,,,,胡玉英,京怀泉河街道罚字〔2020〕0020号,《北京市市容环境卫生条例》第三十五条第一款,2020年11月12日14时40分，当事人在北京市怀柔区怀柔镇杨家园富乐南里1号乱堆物料。执法人员已责令其该店在规定期限内改正上述行为。,《北京市市容环境卫生条例》第三十五条第五款,罚款,责令改正，没收违法所得和非法财物，并可处500元以上5000元以下的罚款。,0.05,,,2020/11/16,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月19日
企业,北京小宛餐饮有限公司,92110116MA00E4WC61,,,,,,徐瑞全,京怀泉河街道罚字〔2020〕0021号,《北京市市容环境卫生条例》第六十四条第二款,2020年11月6日20时30分，当事人在北京市怀柔区小徐板面后厨内，未按要求设置餐厨垃圾收集、贮存设施。执法人员已责令其该店在规定期限内改正上述行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/11/19,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月23日
企业,北京来得利餐厅,91110116761402493X,,,,,,于海艳,京怀泉河街道罚字〔2020〕0022号,《北京市市容环境卫生条例》第六十四条第二款,2020年11月25日9时50分，当事人在北京市怀柔区来得利总店后厨内，没有按照规定设置单独的餐厨垃圾收集、贮存设施。执法人员已责令当事人立即改正上述违法行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/11/26,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年11月27日
企业,北京真知味餐饮有限公司,91110116MA00GA116A,,,,,,张学智,京怀泉河街道罚字〔2020〕0025号,《北京市市容环境卫生条例》第二十一条第一款，第二十三条第一款第（一）项,经查，2020年11月27日14时20分，当事人在北京市怀柔区真知味鸭脖王饭店门前2米处，其市容环境卫生责任区内堆放杂物。经责令，当事人当场将杂物进行了清理。,《北京市市容环境卫生条例》第二十四条第二款,罚款,责令改正，并处200元以上1000元以下罚款。,0.02,,,2020/12/11,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年12月14日
个体工商户,北京秀华诚信蔬菜店,92110116MA00CL0N8N,,,,,,彭秀华,京怀泉河街道罚字〔2020〕0026号,《北京市生活垃圾管理条例》第三十八条第二款,经查，2020年12月11日9时10分，执法人员检查发现，位于北京秀华诚信蔬菜店店内未建立生活垃圾管理台账，未记录责任范围内实际产生的生活垃圾的种类、数量、运输者、去向等情况。,北京市生活垃圾管理条例》第七十条第二款,罚款,责令立即改正，处1000元以上1万元以下罚款,0.1,,,2020/12/11,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年12月14日
企业,北京团圆假日饭店有限公司,911101167552735417,,,,,,刘华东,京怀泉河街道罚字〔2020〕0028号,《北京市市容环境卫生条例》第六十四条第二款,经查，2020年12月17日16时00分，当事人在北京市怀柔区北京团圆假日饭店有限公司后厨垃圾收集点位内，没有按照规定设置单独的餐厨垃圾收集、贮存设施。执法人员已责令当事人立即改正上述违法行为。,《北京市市容环境卫生条例》第六十四条第四款,罚款,责令改正，并处500元以上3000元以下罚款；情节严重的，处3000元以上3万元以下罚款。,0.1,,,2020/12/24,2020/12/31,2020/12/31,北京市怀柔区泉河街道办事处,111102277400603678,北京市怀柔区泉河街道办事处,111102277400603678,,2020年12月25日
企业,北京峪民兴业市政工程有限公司,91110116553058755C,,,,,,田伟,怀人防罚字（2020）第001号,违反《中华人民共和国人民防空法》第二十七条,北京峪民兴业市政工程有限公司未经允许擅自在人防工程内开洞其行为涉嫌违反《中华人民共和国人民防空法》第二十七条规定，根据《中华人民共和国人民防空法》第四十九条第三项的规定，应予以处罚。,《中华人民共和国人民防空法》第四十九条第三项的规定。,罚款,违反了《中华人民共和国人民防空法》第二十七条的规定，依据《中华人民共和国人民防空法》第四十九条第（三）项和《北京市民防行政处罚裁量基准》（编号C45006B020）的规定，本行政机决定对你单位作出如下处罚决定：（1）警告；（2）罚款人民币叁万元整。,3,,,2020/7/27,2099/12/31,2021/7/27,北京市怀柔区人民防空办公室,11110227000098124Q,北京市怀柔区人民防空办公室,11110227000098124Q,,2020年7月28日
企业,中国铁塔股份有限公司北京市怀柔分公司,91110000318377836P,,,,,,雷佳,怀人防罚字（2020）第002号,违反《中华人民共和国人民防空法》第二十七条,中国铁塔股份有限公司北京市怀柔分公司在怀柔区中医医院地下人防工程内部有3处直径约2cm的孔洞，位于住院一部电梯出入口处人防门框墙上部，用于安装通讯线路，经确认上述行为由中国铁塔股份有限公司北京市怀柔分公司为铺设线路而实施。上述行为对人防工程安全和防护效能造成危害比较轻微，危害人民防空工程的安全和使用效能。,《中华人民共和国人民防空法》第四十九条第三项的规定。,罚款,违反了《中华人民共和国人民防空法》第二十七条的规定，依据《中华人民共和国人民防空法》第四十九条第（三）项和《北京市民防行政处罚裁量基准》（编号C45006B020）的规定，本行政机决定对你单位作出如下处罚决定：（1）警告；（2）罚款人民币一万五千元整。,1.5,,,2020/8/18,2099/12/31,2021/8/18,北京市怀柔区人民防空办公室,11110227000098124Q,北京市怀柔区人民防空办公室,11110227000098124Q,,2020年10月15日
企业,北京东亚信中国际会展中心有限公司,911101128017725292,,,,,,李世新,怀人防罚字（2020）第003号,违反《中华人民共和国人民防空法》第二十七条,北京东亚信中国际会展中心有限公司在北京市怀柔区华欣湾小区东区地下人防工程内存在开墙打洞11处。上述行为对人防工程安全和防护效能造成危害比较轻微，危害人民防空工程的安全和使用效能。,《中华人民共和国人民防空法》第四十九条第三项的规定。,罚款,违反了《中华人民共和国人民防空法》第二十七条的规定，依据《中华人民共和国人民防空法》第四十九条第（三）项和《北京市民防行政处罚裁量基准》（编号C45006B020）的规定，本行政机决定对你单位作出如下处罚决定：（1）警告；（2）罚款人民币二万元整。,2,,,2020/9/30,2099/12/31,2021/9/30,北京市怀柔区人民防空办公室,11110227000098124Q,北京市怀柔区人民防空办公室,11110227000098124Q,,2020年10月15日
企业,信和旺达人力资源（北京）有限公司,91110105MA017T5A96,,,,,,冯广立,京怀人社劳监罚字〔2020〕007号,未经许可和登记擅自从事职业中介活动,信和旺达人力资源（北京）有限公司未经许可和登记擅自从事职业中介活动的行为涉嫌违反了《中华人民共和国就业促进法》第四十条第三款的规定，依据《中华人民共和国就业促进法》第六十四条的规定，应予处罚，建议立案调查。,《中华人民共和国就业促进法》第六十四条,罚款,没收违法所得贰仟陆佰捌拾伍元，并处壹万元罚款,1,0.27,,2020/7/3,2099/12/31,2021/7/3,北京市怀柔区人力资源和社会保障局,111102270000977899,北京市怀柔区人力资源和社会保障局,111102270000977899,,2020年7月22日
企业,北京东亚时代物业管理有限公司,911101126774461788,,,,,,崔亚男,京怀人社劳监罚字〔2020〕006号,违反法律规定延长劳动者工作时间,北京东亚时代物业管理有限公司违反法律规定延长劳动者工作时间的行为涉嫌违反了《中华人民共和国劳动法》第四十一条的规定，依据《劳动保障监察条例》第二十五条的规定，应予处罚，建议立案调查。,《劳动保障监察条例》第二十五条,罚款,警告并罚款壹仟陆佰元,0.16,,,2020/6/29,2099/12/31,2021/6/29,北京市怀柔区人力资源和社会保障局,111102270000977899,北京市怀柔区人力资源和社会保障局,111102270000977899,,2020年7月23日
企业,北京怀建集团有限公司,911100001025817909,,,,,,付志凯,京怀人社劳监罚字〔2020〕004号,经劳动保障行政部门责令改正拒不改正,北京怀建集团有限公司经劳动保障行政部门责令改正拒不改正的行为涉嫌违反了《劳动保障监察条例》第三十条的规定，依据《劳动保障监察条例》第三十条的规定应予处罚，建议立案调查。,《劳动保障监察条例》第三十条,罚款,罚款贰万元,2,,,2020/1/22,2099/12/31,2021/1/22,北京市怀柔区人力资源和社会保障局,111102270000977899,北京市怀柔区人力资源和社会保障局,111102270000977899,,2020年7月23日
企业,北京捷亚泰起荣汽车销售有限公司,91110116MA01FBMP4E,,,,,,冯长荣,京怀人社劳监罚字〔2020〕005号,违反法律规定延长劳动者工作时间,北京捷亚泰起荣汽车销售有限公司违反法律规定延长劳动者工作时间的行为涉嫌违反了《中华人民共和国劳动法》第四十一条的规定，依据《劳动保障监察条例》第二十五条的规定，应予处罚，建议立案调查。,《劳动保障监察条例》第二十五条,罚款,警告并罚款贰仟贰佰元,0.22,,,2020/6/12,2099/12/31,2021/6/12,北京市怀柔区人力资源和社会保障局,111102270000977899,北京市怀柔区人力资源和社会保障局,111102270000977899,,2020年7月23日
