项目名称,项目地址,建设单位,预售证号,发证时间,开发企业名称
,朝阳区广渠门外大街北侧富力城F地块,北京富力城房地产开发有限公司,京房售证字(2004)273号,20040709,北京富力城房地产开发有限公司
,通州区永顺镇运河东,北京永泰宏基房地产开发有限公司,京房售证字(2003)79号,20031121,北京永泰宏基房地产开发有限公司
,海淀区万泉河路60号,北京爱丽华物业管理有限公司,京房售证字(2003)207号,20030709,北京爱丽华物业管理有限公司
千章墅嘉园,宋庄镇居住及托幼项目用地,北京融科阳光房地产开发有限公司,京房售证字( 2013 ) 128 号,20130803,北京融科阳光房地产开发有限公司
,昌平区小汤山镇常兴庄村,北京翰宏基业房地产开发有限公司,京房售证字(2003)218号,20030724,北京翰宏基业房地产开发有限公司
,朝阳区朝阳区豆各庄,北京柏宇兴业房地产开发有限公司,京房售证字(2003)49号,20031103,北京柏宇兴业房地产开发有限公司
,朝阳区太阳宫E区,北京万方源房地产开发有限公司,京房售证字(2003)279号,20030911,北京万方源房地产开发有限公司
,海淀区四季青乡,永泰房地产（集团）有限公司,京房售证字(2004)495号,20041029,永泰房地产（集团）有限公司
,介山村,北京世涛基业房地产开发有限公司,京房售证字( 2005 ) 594 号,20051104,北京世涛基业房地产开发有限公司
西山相府家园,新城04街区MC00-0004-6022地块,北京华盛西山房地产开发有限公司,京房售证字( 2021 ) 82 号,20210706,北京华盛西山房地产开发有限公司
腾龙家园,窦店镇腾龙家园小区,北京华风腾龙房地产开发有限公司,京房售证字( 2020 ) 189 号,20201225,北京华风腾龙房地产开发有限公司
远洋春秋嘉园 ,刘娘府1604-659地块,北京远奥置业有限公司,京房售证字( 2018 ) 101 号,20180905,北京远奥置业有限公司
缦云福苑（一期）,永顺东里（万福家园）,北京顺开房地产开发有限公司,京房售证字( 2025 ) 41 号,20250423,北京顺开房地产开发有限公司
和知筑家园,长阳镇北广阳城棚户区改造二片区FS00-0105-0011地块项目R2二类居住用地；长阳镇北广阳城棚户区改造二片区FS00-0105-0023地块项目R2二类居住用地；,北京城建长阳投资发展有限公司,京房售证字( 2024 ) 101 号,20241001,北京城建长阳投资发展有限公司
潮海苑,朝阳区十八里店乡1303-692地块,北京新鑫兴业房地产开发有限公司,京房售证字( 2025 ) 28 号,20250401,北京新鑫兴业房地产开发有限公司
璞逸佳苑,丰台区东铁营FT00-0512-0010地块、0015地块,北京喜茂房地产开发有限公司,京房售证字( 2025 ) 5 号,20250118,北京喜茂房地产开发有限公司
和樾苑,功德寺棚户区改造项目HD-GDS-002地块R2二类居住用地,北京海臻置业有限公司,京房售证字( 2025 ) 18 号,20250314,北京海臻置业有限公司
金地银河嘉园,四惠桥东北侧住宅及公建项目用地,北京金地伟盛房地产开发有限公司,京房售证字( 2008 ) 33 号,20080125,北京金地伟盛房地产开发有限公司
明日花园,宾阳村南侧,北京明日房地产开发有限公司,京房售证字( 2008 ) 55 号,20080302,北京明日房地产开发有限公司
观澜嘉苑,农展馆北路8号,北京融创恒裕地产有限公司,京房售证字( 2016 ) 24 号,20160323,北京融创恒裕地产有限公司
茂云嘉园,长辛店镇张家坟村15-1地块,北京云茂置业有限公司,京房售证字( 2021 ) 174 号,20211123,北京云茂置业有限公司
科协家园住宅小区,回龙观镇回龙观村东,北京新龙房地产开发有限公司,京房售证字( 2007 ) 351 号,20070929,北京新龙房地产开发有限公司
美庐家园,北京市通州区马驹桥镇亦庄新城0500街区YZ00-0500-6007地块R2二类居住用地,中交润致（北京）置业有限公司,京房售证字( 2021 )开3号,20210326,中交润致（北京）置业有限公司
福星苑小区,永顺镇杨富店村,北京宇盛宏利房地产开发有限公司,京房售证字( 2022 ) 103 号,20220722,北京宇盛宏利房地产开发有限公司
源境苑,首钢园区东南区土地一级开发项目1612-830地块R2二类居住用地,北京海鑫兴业房地产开发有限公司,京房售证字( 2024 ) 86 号,20240923,北京海鑫兴业房地产开发有限公司
中海森境新苑,北宫镇辛庄村II区棚户区改造土地开发项目A-06地块,北京中海盈通房地产开发有限公司,京房售证字( 2024 ) 90 号,20240927,北京中海盈通房地产开发有限公司
建邦星苑,城关中心区FS00-0230-0018地块R2二类居住用地,北京建邦憬悦房地产开发有限公司,京房售证字( 2024 ) 89 号,20240927,北京建邦憬悦房地产开发有限公司
华萃西山家园,永定镇岢罗坨、秋坡、石佛村MC00-0500-0009地块,北京西元祥泰房地产开发有限公司,京房售证字( 2021 ) 24 号,20210210,北京西元祥泰房地产开发有限公司
稻香悦家园,长阳镇02街区02-2-02、02-2-06地块（房山轨道交通稻田站C地块）,北京稻香四季房地产开发有限公司,京房售证字( 2017 ) 1 号,20170105,北京稻香四季房地产开发有限公司
海晏雅苑,东升镇北部片区朱房四街棚户区改造项目二期（剩余用地）HD00-0803-0030地块R2二类居住用地,北京兆盛房地产开发有限公司,京房售证字( 2025 ) 96 号,20250913,北京兆盛房地产开发有限公司
东庭嘉园,永顺镇永顺村永顺西街住宅小区,北京黄海房地产开发有限公司,京房售证字( 2020 ) 21 号,20200327,北京黄海房地产开发有限公司
景泽园,赵全营镇板桥村,北京财懋房地产开发有限公司,京房售证字( 2021 ) 114 号,20210903,北京财懋房地产开发有限公司
成大中心,运河核心区IX-07地块F3其它类多功能用地,北京富润万嘉房地产开发有限公司,京房售证字( 2020 ) 16 号,20200217,北京富润万嘉房地产开发有限公司
稻香悦家园,长阳镇02街区02-2-02、02-2-06地块（房山轨道交通稻田站C地块）,北京稻香四季房地产开发有限公司,京房售证字( 2018 ) 45 号,20180609,北京稻香四季房地产开发有限公司
智享中心,“海淀北部地区整体开发”HD-0303-0062地块B2商务用地项目,北京万毓房地产开发有限公司,京房售证字( 2018 ) 155 号,20181115,北京万毓房地产开发有限公司
新发地锦程园,花乡新发地住宅二期1#4#6#9#10#12#13#14#15#住宅楼及配套,北京丰泰新房地产开发有限责任公司,京房售证字( 2005 ) 426 号,20050901,北京丰泰新房地产开发有限责任公司
美庐家园,北京市通州区马驹桥镇亦庄新城0500街区YZ00-0500-6011地块R2二类居住用地,中交润致（北京）置业有限公司,京房售证字( 2021 ) 开7号,20210701,中交润致（北京）置业有限公司
合雅金苑,南苑乡分钟寺村L-26地块R2二类居住用地,北京合盛恒嘉房地产开发有限公司,京房售证字( 2021 ) 113 号,20210905,北京合盛恒嘉房地产开发有限公司
茂云嘉园,长辛店镇张家坟村21-5地块,北京云茂置业有限公司,京房售证字( 2022 ) 11 号,20220128,北京云茂置业有限公司
华润智慧中心,小汤山镇（未来科技城北区）CP05-0801-0011、0013地块F1住宅混合公建用地,北京未来科技城润昌置业有限公司,京房售证字( 2018 ) 197 号,20181216,北京未来科技城润昌置业有限公司
玉邸苑,北七家镇中心起步区（暨海鶄落新村建设）土地一级开发项目一期HQL-09地块R2二类居住用地,北京天时汤山房地产投资发展有限公司,京房售证字( 2022 ) 19 号,20220308,北京天时汤山房地产投资发展有限公司
嘉铭园,北苑路86号嘉铭园F区组团1-9号楼,北京嘉铭房地产开发有限责任公司,京房售证字( 2008 ) 70 号,20080312,北京嘉铭房地产开发有限责任公司
景泽园,赵全营镇板桥村,北京财懋房地产开发有限公司,京房售证字( 2022 ) 51 号,20220420,北京财懋房地产开发有限公司
欣日嘉园,红螺路西侧,北京东升房地产开发有限公司,京房售证字(2004)461号,20040930,北京东升房地产开发有限公司
正商明苑,城乡一体化槐房村新宫村旧村改造二期NY-005地块,北京上阳置业有限公司,京房售证字( 2020 ) 12 号,20200121,北京上阳置业有限公司
融悦中心,永定镇MC00-0018-0060地块、MC00-0018-0061地块,北京融晟置业有限公司,京房售证字( 2019 ) 171 号,20191216,北京融晟置业有限公司
中海九浩苑,花乡六圈（D地块）,北京中海豪景房地产开发有限公司,京房售证字( 2011 ) 18 号,20110313,北京中海豪景房地产开发有限公司
海阔名园,九棵树145号,北京市民望房地产开发有限责任公司,京房售证字( 2007 ) 385 号,20071026,北京市民望房地产开发有限责任公司
阿凯笛亚庄园,后沙峪镇华源京都花园小区,北京天地嘉禾房地产开发有限公司,京房售证字( 2008 ) 123 号,20080420,北京天地嘉禾房地产开发有限公司
,崇文区左安东里危改小区,北京崇开嘉信房地产开发有限公司,京房售证字(2004)105号,20040630,北京崇开嘉信房地产开发有限公司
清琴山庄二里,四季青乡京香地区门头新村商品房项目B、C地块,北京兴荣基房地产开发有限公司,京房售证字( 2005 ) 386 号,20050813,北京兴荣基房地产开发有限公司
,长阳镇哑叭河村,北京日兴房地产发展有限公司,京房售证字( 2006 ) 201 号,20060528,北京日兴房地产发展有限公司
,海淀区东北旺乡西北旺新村二期G2地块,北京德成兴业房地产开发有限公司,京房售证字(2004)455号,20040929,北京德成兴业房地产开发有限公司
,丰台区卢沟桥南里1号东院,北京银海房地产开发有限公司,京房售证字(2004)627号,20041222,北京银海房地产开发有限公司
,大兴区大兴区康庄路10号,北京方正房地产开发有限公司,京房售证字(2004)280号,20040713,北京方正房地产开发有限公司
,昌平区东小口镇,北京市裕发房地产开发集团,京房售证字(2004)237号,20040628,北京市裕发房地产开发集团
,大兴区康庄路10号,北京方正房地产开发有限公司,京房售证字(2004)282号,20040716,北京方正房地产开发有限公司
,新街口北大街1号,北京西都地产发展有限公司,京房售证字( 2006 ) 268 号,20060721,北京西都地产发展有限公司
,田村畅茜园小区四期圣华园北地块,北京市龙鼎华源房地产开发有限责任公司,京房售证字( 2007 ) 50 号,20070211,北京市龙鼎华源房地产开发有限责任公司
,黄村镇老街危改B区,北京城市开发股份有限公司,京房售证字( 2005 ) 277 号,20050626,北京城市开发股份有限公司
信德园,鸭子桥路21号（信德园二期4、6号楼）,北京城乡中昊房地产开发有限公司,京房售证字( 2006 ) 376 号,20060916,北京城乡中昊房地产开发有限公司
,朝阳区朝阳区八里桥南里1号,北京金时代置业有限公司,京房售证字(2004)85号,20040402,北京金时代置业有限公司
,朝阳区朝阳区南湖渠嘉轩城市花园B1区,北京嘉轩房地产开发有限公司,京房售证字(2004)13号,20040709,北京嘉轩房地产开发有限公司
,宣武门内大街2号,北京安福房地产开发有限公司,京房售证字( 2005 ) 717 号,20060102,北京安福房地产开发有限公司
,朝阳区将台乡驼房营,北京永同昌京都房地产开发有限公司,京房售证字(2004)134号,20040630,北京永同昌京都房地产开发有限公司
,古城大街59号（古城大街金融商住区）,北京石开房地产开发有限公司,京房售证字( 2005 ) 220 号,20050530,北京石开房地产开发有限公司
,南滨河路27号,北京华安泰房地产开发有限公司,京房售证字( 2005 ) 593 号,20051104,北京华安泰房地产开发有限公司
,新街口北大街西侧桃园二期危改小区A5,北京万特房地产开发有限公司,京房售证字( 2006 ) 404 号,20060927,北京万特房地产开发有限公司
,南纬路35号院住宅小区,富力（北京）地产开发有限公司,京房售证字( 2005 ) 252 号,20050617,富力（北京）地产开发有限公司
,丰台区菜户营西街117号地一期,北京顺驰置地丰润房地产开发有限公司,京房售证字(2004)477号,20041022,北京顺驰置地丰润房地产开发有限公司
